idno,GEN,AGE,EDU,JOBS,JOBS1,JOBS2,INCOME,region,pspwght,regions,FW1,FW3,FW7,FW9,FW10,FW11,FW2,FW12,FW13,FW4,FW5,FW6,FW8,FW14
41206,1,46,4,66,0,0,3,BE25,0.85715235,0,1,3,3,3,4,2,1,1,1,8,8,8,7,5
41207,1,23,7,9,0,1,10,BE25,0.856629268,0,5,3,4,4,4,4,4,4,4,9,10,9,9,4
41208,2,39,2,0,1,0,5,BE25,1.287695537,0,4,2,4,4,4,4,4,3,3,6,6,6,5,5
41302,2,30,4,66,0,0,,BE25,0.862898819,0,4,2,1,1,2,2,3,1,1,8,7,7,2,0
41303,1,38,,9,0,1,,BE25,0.99772283,0,2,4,3,3,3,2,4,4,5,10,10,8,8,5
41304,1,51,4,8,0,1,9,BE25,0.85715235,0,5,4,4,3,4,3,4,5,4,9,9,9,7,8
41401,1,18,4,66,0,0,8,BE25,0.860691675,0,3,4,4,4,3,4,2,3,4,9,8,8,8,6
41402,1,34,5,9,0,1,7,BE25,0.860691675,0,4,5,4,5,4,5,4,5,4,8,8,9,8,7
41409,2,47,6,10,0,1,7,BE25,0.855294341,0,5,5,5,1,5,1,5,1,4,9,9,9,9,4
41503,1,42,1,66,0,0,4,BE25,1.284401837,0,5,4,5,4,4,4,5,4,4,8,9,10,7,9
41504,2,31,6,9,0,1,7,BE25,0.858825994,0,5,2,4,4,4,3,4,3,3,10,10,8,8,5
41505,2,49,4,66,0,0,9,BE25,0.859350418,0,4,4,4,3,3,2,2,4,4,7,6,7,6,6
41508,1,82,4,66,0,0,,BE25,0.854966103,0,5,5,5,1,2,1,1,5,4,5,5,6,7,6
41601,2,89,1,66,0,0,2,BE25,1.284411148,0,5,3,5,3,4,3,5,4,3,9,9,9,10,8
41602,2,22,6,66,0,0,,BE25,0.858825994,0,4,4,4,4,4,5,4,4,4,9,9,8,8,7
41604,2,38,7,4,1,0,7,BE25,0.855294341,0,5,4,4,3,3,2,4,3,4,8,8,7,8,7
41605,1,51,7,7,0,1,8,BE25,0.853106648,0,4,3,4,3,3,3,4,2,4,7,8,7,6,6
41607,1,66,1,66,0,0,3,BE25,1.28112585,0,5,5,4,5,5,5,1,4,1,10,10,10,9,5
41608,2,75,1,66,0,0,2,BE25,1.284411148,0,4,4,3,4,4,4,3,3,1,9,9,7,4,3
41609,1,45,3,8,0,1,9,BE25,0.85715235,0,4,4,4,4,3,2,4,2,3,7,7,7,7,5
41702,2,33,4,10,0,1,2,BE25,0.862898819,0,5,5,5,5,5,5,,5,3,10,10,10,8,8
41703,1,40,5,9,0,1,5,BE25,0.85715235,0,4,2,1,4,4,4,2,4,4,8,9,9,7,7
41704,2,51,2,8,0,1,6,BE25,1.287695537,0,4,4,4,2,3,4,3,3,2,5,7,7,6,5
41705,2,59,1,66,0,0,2,BE25,1.284411148,0,4,2,4,3,3,3,3,4,2,5,6,7,5,5
41706,2,67,4,66,0,0,5,BE25,0.857158564,0,5,3,4,3,4,2,4,4,2,8,7,7,6,6
41708,2,17,2,66,0,0,7,BE25,1.293012647,0,2,4,5,4,4,5,5,2,5,9,9,8,5,3
41801,1,23,7,8,0,1,8,BE25,0.856629268,0,4,4,4,4,4,4,4,4,5,8,8,7,6,9
41802,1,31,7,4,1,0,7,BE25,0.856629268,0,3,3,4,2,4,3,4,2,3,9,9,9,8,5
41803,1,39,3,8,0,1,3,BE25,0.85715235,0,5,2,4,5,4,5,2,4,2,7,8,8,7,6
41804,2,52,4,7,0,1,7,BE25,0.859350418,0,4,4,4,3,4,4,4,4,3,6,6,7,6,5
41805,2,59,6,66,0,0,7,BE25,0.853112833,0,4,2,5,4,4,4,4,4,4,7,7,9,7,7
41806,1,67,4,66,0,0,7,BE25,0.854966103,0,5,4,5,4,4,4,5,4,4,8,8,8,8,7
41807,2,77,3,66,0,0,5,BE25,0.857158564,0,5,5,5,5,5,5,1,5,4,10,10,10,8,10
41808,2,15,1,66,0,0,8,BE25,1.293012647,0,4,4,5,5,4,5,4,4,4,9,9,10,7,7
41809,2,46,1,66,0,0,9,BE25,1.287695537,0,2,4,4,2,2,2,5,1,4,9,9,7,8,2
41904,2,43,5,10,0,1,7,BE25,0.859350418,0,3,3,4,3,3,3,4,2,4,8,7,8,7,5
41905,1,50,4,66,0,0,1,BE25,0.85715235,0,2,3,3,2,4,3,3,3,3,7,7,6,5,6
41906,2,63,7,10,0,1,5,BE25,0.853112833,0,5,5,4,5,4,5,4,5,2,9,9,9,9,4
41909,1,57,4,8,0,1,7,BE25,0.854966103,0,4,2,4,4,3,4,2,4,4,7,7,5,5,7
42001,2,86,5,66,0,0,4,BE25,0.857158564,0,1,2,4,2,4,4,4,5,5,7,7,8,7,6
42002,2,22,4,10,0,1,10,BE25,0.862898819,0,4,4,4,2,3,4,3,5,4,10,10,9,5,3
42004,1,44,5,8,0,1,7,BE25,0.85715235,0,4,4,4,3,3,4,3,4,3,10,10,8,7,7
42103,1,44,4,8,0,1,7,BE25,0.85715235,0,3,4,3,4,4,4,4,4,3,7,7,7,7,6
42104,1,50,4,7,0,1,8,BE25,0.85715235,0,3,4,4,4,4,4,4,4,4,7,8,7,6,7
42105,1,64,6,8,0,1,7,BE25,0.850930719,0,5,4,5,4,4,4,4,3,2,10,10,10,9,9
42107,1,83,4,66,0,0,3,BE25,0.854966103,0,4,3,4,4,3,4,3,4,3,8,8,8,5,8
42108,2,36,5,2,1,0,2,BE25,0.859350418,0,5,3,3,3,4,2,2,2,2,8,8,8,8,1
42109,1,56,6,8,0,1,10,BE25,0.850930719,0,5,4,4,4,4,4,4,4,4,8,8,8,8,8
42201,2,55,6,8,0,1,7,BE25,0.853112833,0,4,4,4,2,3,3,4,4,4,10,10,10,7,7
42203,2,53,6,8,0,1,6,BE25,0.855294341,0,4,4,4,4,4,4,5,2,2,10,10,10,8,4
42205,2,31,2,8,0,1,3,BE25,1.293012647,0,5,4,4,4,4,4,4,2,2,7,7,7,6,7
42206,2,44,6,7,0,1,3,BE25,0.855294341,0,4,4,4,4,4,3,4,4,4,8,8,8,6,5
42207,1,50,7,6,0,1,10,BE25,0.853106648,0,4,3,3,4,4,4,4,3,4,7,7,5,6,6
42208,2,64,2,66,0,0,4,BE25,1.284411148,0,4,4,5,3,4,4,2,4,3,8,8,8,7,7
42209,1,36,4,66,0,0,6,BE25,0.85715235,0,5,3,4,4,4,4,4,5,4,9,9,9,7,9
42301,2,20,4,66,0,0,,BE25,0.862898819,0,4,3,4,4,3,4,4,4,4,8,8,7,7,4
42302,2,28,6,7,0,1,5,BE25,0.858825994,0,5,3,4,3,4,4,2,5,2,6,6,7,5,7
42304,2,62,3,66,0,0,6,BE25,0.857158564,0,3,5,3,5,3,5,3,5,4,10,10,10,4,7
42306,1,59,4,66,0,0,2,BE25,0.854966103,0,2,3,4,3,4,3,2,2,3,5,6,7,5,6
42309,1,48,4,4,1,0,9,BE25,0.85715235,0,5,4,4,4,4,4,3,4,4,7,7,7,8,8
42401,2,90,6,66,0,0,4,BE25,0.853112833,0,3,3,4,4,2,3,3,4,2,8,9,7,8,5
42409,1,84,4,66,0,0,4,BE25,0.854966103,0,4,4,4,3,4,4,4,3,4,7,7,7,6,7
42501,2,85,1,66,0,0,1,BE25,1.284411148,0,2,4,5,5,4,4,4,4,5,7,7,8,8,5
42502,2,23,4,8,0,1,9,BE25,0.862898819,0,4,4,4,3,2,1,4,4,1,8,9,8,8,6
42506,2,64,4,66,0,0,8,BE25,0.857158564,0,5,4,4,2,4,2,4,4,2,8,8,8,8,7
42507,1,80,4,66,0,0,5,BE25,0.854966103,0,4,2,4,4,4,4,4,5,4,5,5,5,6,5
42508,2,20,4,66,0,0,7,BE25,0.862898819,0,4,4,4,3,4,4,4,5,4,10,10,10,7,7
42509,1,31,3,9,0,1,7,BE25,0.860691675,0,5,4,4,4,4,3,4,3,,9,9,9,9,
42601,2,41,6,7,0,1,9,BE25,0.855294341,0,4,4,4,4,3,3,3,4,3,8,8,7,7,4
42602,1,49,4,6,0,1,7,BE25,0.85715235,0,4,3,4,2,4,4,2,4,4,7,7,7,7,7
42604,2,61,6,9,0,1,2,BE25,0.853112833,0,5,5,5,4,4,4,4,4,4,8,9,9,8,7
42605,1,69,4,8,0,1,1,BE25,0.854966103,0,4,4,4,4,4,4,2,2,3,8,8,8,7,7
42608,1,48,2,66,0,0,7,BE25,1.284401837,0,4,4,4,4,4,4,4,4,4,6,6,7,7,6
42701,2,28,3,8,0,1,,BE25,0.862898819,0,4,4,4,4,4,3,4,3,3,7,8,6,8,4
42702,2,38,6,10,0,1,7,BE25,0.855294341,0,4,4,4,4,4,4,4,4,4,7,7,7,7,4
42703,2,59,6,8,0,1,,BE25,0.853112833,0,3,3,4,3,3,3,3,3,2,7,7,7,5,4
42705,1,45,4,8,0,1,6,BE25,0.85715235,0,4,4,4,4,4,4,2,5,3,9,9,8,8,7
42706,1,15,1,66,0,0,7,BE25,1.289705347,0,5,4,5,5,4,5,5,4,4,8,8,8,8,7
42708,1,36,2,66,0,0,2,BE25,1.284401837,0,3,4,4,2,4,2,2,2,2,8,7,7,5,5
42709,2,56,6,66,0,0,2,BE25,0.853112833,0,5,4,3,2,4,3,3,2,2,9,9,8,4,4
42802,1,44,7,10,0,1,4,BE25,0.853106648,0,5,3,5,5,5,4,4,3,2,9,9,9,8,8
42803,2,55,4,8,0,1,3,BE25,0.857158564,0,5,4,4,3,4,4,2,4,4,9,8,9,8,5
42807,1,33,4,10,0,1,8,BE25,0.860691675,0,4,4,4,3,3,4,4,5,4,10,9,9,8,8
42901,2,42,4,9,0,1,8,BE25,0.859350418,0,5,5,4,5,4,4,5,4,5,8,8,8,8,8
42903,2,63,2,66,0,0,3,BE25,1.284411148,0,5,4,5,3,3,4,2,5,3,8,8,8,9,7
42904,2,80,2,66,0,0,3,BE25,1.284411148,0,5,4,4,4,3,4,2,4,3,9,8,8,8,7
42906,2,22,6,66,0,0,10,BE25,0.858825994,0,5,3,3,2,4,3,4,3,1,8,6,7,6,2
42907,1,31,7,9,0,1,1,BE25,0.856629268,0,4,4,5,3,4,4,4,4,3,9,10,9,7,7
42908,1,40,3,9,0,1,6,BE25,0.85715235,0,5,5,4,3,4,4,2,3,2,8,8,7,7,4
42909,1,51,6,4,1,0,8,BE25,0.853106648,0,4,3,4,2,3,2,4,4,2,7,7,7,3,3
43001,1,61,5,66,0,0,3,BE25,0.854966103,0,4,4,4,2,4,2,1,2,1,9,9,7,7,6
43003,2,72,1,66,0,0,1,BE25,1.284411148,0,5,4,5,5,4,4,2,5,4,8,8,9,8,7
43004,2,76,4,66,0,0,,BE25,0.857158564,0,4,4,4,4,4,4,4,2,1,8,8,8,7,7
43005,2,49,5,66,0,0,7,BE25,0.855294341,0,5,4,4,4,4,4,4,2,4,8,10,10,8,5
43007,1,68,1,66,0,0,3,BE25,1.28112585,0,5,4,5,4,4,4,4,4,2,7,6,7,6,4
43008,2,19,4,10,0,1,,BE25,0.862898819,0,4,3,5,4,4,4,4,3,2,5,5,5,8,7
43009,2,29,7,8,0,1,8,BE25,0.858825994,0,5,4,5,2,4,2,4,2,3,7,8,8,7,8
43101,1,48,6,66,0,0,2,BE25,0.853106648,0,4,4,4,2,3,2,2,2,3,8,8,8,4,3
43102,1,58,2,5,1,0,4,BE25,1.28112585,0,4,4,4,4,3,4,3,4,4,5,5,7,5,3
43104,1,17,2,66,0,0,,BE25,1.289705347,0,4,4,5,4,4,4,5,4,3,8,9,9,7,5
43105,1,26,7,9,0,1,,BE25,0.856629268,0,4,3,4,3,4,4,4,3,3,6,6,6,7,6
43107,1,46,2,66,0,0,2,BE25,1.284401837,0,3,2,2,1,2,1,1,5,2,7,8,7,1,7
43108,1,56,4,10,0,1,4,BE25,0.854966103,0,5,5,5,4,4,4,5,4,1,10,10,10,5,5
43109,2,36,,7,0,1,,BE25,1.000281374,0,2,3,3,4,4,4,5,5,4,9,9,9,7,7
43201,1,86,2,66,0,0,4,BE25,1.28112585,0,4,4,4,4,4,2,4,4,4,10,9,10,5,5
43203,1,54,4,10,0,1,6,BE25,0.85715235,0,4,4,4,4,4,4,4,4,4,9,9,7,8,8
43204,1,63,4,10,0,1,5,BE25,0.854966103,0,4,4,5,4,4,4,3,5,4,8,8,9,7,6
43205,1,80,6,66,0,0,4,BE25,0.850930719,0,4,1,4,4,4,5,4,5,1,8,10,8,8,7
43209,2,60,6,8,0,1,6,BE25,0.853112833,0,4,3,4,3,2,3,2,2,2,7,7,7,3,4
43302,1,75,3,66,0,0,3,BE25,0.854966103,0,5,5,4,4,5,5,2,5,2,8,8,8,8,4
43303,1,66,4,66,0,0,5,BE25,0.854966103,0,4,4,4,2,4,2,4,4,3,8,10,8,7,6
43304,2,35,7,66,0,0,5,BE25,0.855294341,0,5,3,4,4,4,3,4,4,2,8,8,6,5,6
43305,1,48,2,8,0,1,2,BE25,1.284401837,0,4,4,4,3,4,4,3,2,1,8,4,8,0,8
43306,1,57,4,66,0,0,7,BE25,0.854966103,0,3,2,4,5,4,5,4,5,4,5,5,7,3,5
43307,2,18,4,66,0,0,,BE25,0.862898819,0,5,4,4,5,3,5,4,4,2,9,8,8,8,6
43308,2,28,5,8,0,1,6,BE25,0.862898819,0,4,4,4,4,4,4,4,4,4,8,8,9,7,8
43401,1,25,6,9,0,1,7,BE25,0.856629268,0,4,5,4,4,4,5,4,4,4,9,9,10,8,7
43402,1,43,7,9,0,1,10,BE25,0.853106648,0,5,3,3,4,3,3,4,4,4,7,9,9,9,7
43403,2,64,1,66,0,0,7,BE25,1.284411148,0,5,3,4,4,3,4,3,4,4,5,6,6,6,5
43405,2,21,5,6,0,1,8,BE25,0.862898819,0,4,4,4,2,4,4,3,4,2,6,5,6,6,3
43406,1,33,6,9,0,1,10,BE25,0.856629268,0,3,4,4,4,4,4,5,5,4,8,8,8,8,7
43407,1,40,5,8,0,1,7,BE25,0.85715235,0,2,4,4,2,3,3,4,4,4,7,7,7,7,2
43408,1,50,4,8,0,1,9,BE25,0.85715235,0,5,3,5,4,4,4,4,2,4,9,9,9,8,6
43501,2,60,6,8,0,1,10,BE25,0.853112833,0,5,4,4,3,2,2,4,3,4,8,8,8,7,6
43504,1,47,4,4,1,0,6,BE25,0.85715235,0,5,5,3,2,3,2,5,4,1,10,10,10,5,8
43507,2,16,2,66,0,0,,BE25,1.293012647,0,3,3,3,4,3,4,2,2,3,8,7,7,6,7
43508,2,36,6,7,0,1,7,BE25,0.855294341,0,5,4,5,2,4,2,4,2,4,8,8,8,7,6
43509,2,57,6,7,0,1,8,BE25,0.853112833,0,4,4,4,4,3,3,4,4,4,7,7,7,7,7
43603,1,45,4,10,0,1,5,BE25,0.85715235,0,4,4,4,4,4,4,4,4,4,9,9,9,9,5
43604,1,55,4,66,0,0,2,BE25,0.854966103,0,4,4,2,2,3,2,2,2,2,7,8,7,5,6
43605,2,81,1,66,0,0,,BE25,1.284411148,0,2,2,4,5,3,5,3,3,3,7,7,7,1,5
43607,2,30,3,66,0,0,,BE25,0.862898819,0,4,4,4,5,4,4,2,2,2,8,8,8,6,6
43608,1,41,3,8,0,1,6,BE25,0.85715235,0,4,5,5,4,4,4,4,4,2,8,9,9,7,7
43703,1,75,1,66,0,0,2,BE25,1.28112585,0,5,4,5,3,5,5,4,5,4,9,9,9,8,8
43704,1,18,4,66,0,0,,BE25,0.860691675,0,5,4,4,4,4,4,5,4,4,8,8,8,7,7
43705,2,58,1,8,0,1,5,BE25,1.284411148,0,4,4,4,4,5,4,2,2,2,7,5,9,7,3
43706,1,66,2,66,0,0,,BE25,1.28112585,0,4,4,4,3,4,4,4,5,4,8,8,8,7,7
43707,1,26,5,7,0,1,8,BE25,0.860691675,0,4,4,4,3,4,3,2,4,4,9,9,9,6,7
43708,1,38,3,9,0,1,5,BE25,0.85715235,0,4,4,4,2,4,3,2,4,4,8,8,8,8,5
43709,1,48,3,7,0,1,6,BE25,0.85715235,0,4,4,4,3,3,3,4,4,4,8,8,8,7,5
43803,1,23,6,5,1,0,3,BE25,0.856629268,0,4,4,4,5,3,4,2,3,3,7,6,7,4,4
43804,2,33,7,8,0,1,7,BE25,0.858825994,0,5,4,4,4,4,4,2,4,3,9,9,9,8,9
43805,1,53,4,8,0,1,7,BE25,0.85715235,0,4,4,4,3,4,4,4,4,4,8,9,8,7,6
43806,2,63,4,66,0,0,6,BE25,0.857158564,0,4,4,4,2,3,3,2,3,1,6,5,5,3,3
43807,1,84,2,66,0,0,2,BE25,1.28112585,0,4,4,4,4,4,4,4,4,4,7,8,7,7,7
43808,1,42,7,7,0,1,,BE25,0.853106648,0,4,4,3,3,3,3,3,3,4,8,7,7,5,7
43809,2,79,2,66,0,0,4,BE25,1.284411148,0,4,3,4,4,3,4,3,4,3,6,7,6,7,7
43901,1,20,2,66,0,0,6,BE25,1.289705347,0,4,4,3,3,4,4,3,4,2,8,6,6,5,8
43902,1,30,4,8,0,1,8,BE25,0.860691675,0,2,4,5,5,4,5,2,5,4,8,8,7,8,9
43905,1,60,2,66,0,0,8,BE25,1.28112585,0,3,4,4,4,4,4,4,4,4,10,8,10,5,7
43906,1,69,2,66,0,0,4,BE25,1.28112585,0,4,2,3,3,3,4,3,4,4,7,8,6,5,5
43907,2,72,4,66,0,0,4,BE25,0.857158564,0,4,4,4,4,4,4,3,4,4,7,7,6,6,6
43909,1,28,7,3,1,0,6,BE25,0.856629268,0,4,3,4,2,4,4,2,3,4,6,8,7,6,7
44001,2,49,2,9,0,1,1,BE25,1.287695537,0,4,4,4,5,4,4,4,4,3,8,8,8,7,5
44003,2,66,2,66,0,0,1,BE25,1.284411148,0,4,3,4,1,4,2,2,3,3,8,8,8,8,1
44004,1,25,6,7,0,1,,BE25,0.856629268,0,2,4,5,4,4,3,4,4,4,8,8,8,9,7
44008,1,35,6,8,0,1,8,BE25,0.853106648,0,4,4,4,4,4,4,4,3,4,9,8,9,7,5
44009,2,18,4,66,0,0,,BE25,0.862898819,0,3,3,4,3,4,4,4,2,4,9,8,10,9,7
50101,1,34,6,8,0,1,4,BE23,0.856629268,0,5,4,2,2,3,2,4,4,4,8,7,7,6,6
50103,1,47,7,9,0,1,8,BE23,0.853106648,0,5,5,4,4,5,5,4,5,5,9,8,9,8,8
50104,2,67,2,66,0,0,,BE23,1.284411148,0,4,4,4,4,4,4,2,4,2,7,7,6,7,5
50106,2,19,4,66,0,0,8,BE23,0.862898819,0,5,4,4,4,3,4,4,5,4,8,9,9,8,9
50109,1,59,7,66,0,0,4,BE23,0.850930719,0,4,3,4,4,3,3,3,4,4,8,8,8,6,7
50202,2,45,3,9,0,1,7,BE23,0.859350418,0,4,4,1,4,4,4,4,4,4,7,8,7,7,8
50206,2,86,2,66,0,0,,BE23,1.284411148,0,,,,3,,3,,,,3,3,3,9,4
50207,2,38,6,66,0,0,9,BE23,0.855294341,0,5,4,4,3,4,4,4,2,2,6,6,8,7,8
50208,2,56,3,66,0,0,,BE23,0.857158564,0,4,4,4,3,4,4,4,4,4,7,7,7,5,5
50209,2,22,6,8,0,1,7,BE23,0.858825994,0,4,4,4,4,4,4,4,4,4,9,9,9,8,7
50301,2,17,1,66,0,0,5,BE23,1.293012647,0,3,4,3,3,2,4,4,3,4,7,6,8,7,4
50302,2,25,5,8,0,1,9,BE23,0.862898819,0,3,4,4,3,3,4,2,3,3,7,6,7,7,6
50303,2,67,4,66,0,0,2,BE23,0.857158564,0,5,4,4,4,4,4,5,3,4,7,7,7,5,6
50307,2,77,6,66,0,0,3,BE23,0.853112833,0,4,4,4,4,3,4,2,4,4,6,6,8,5,7
50308,1,47,6,9,0,1,10,BE23,0.853106648,0,4,4,4,4,4,4,5,4,4,8,8,8,8,7
50309,1,53,3,7,0,1,9,BE23,0.85715235,0,4,4,4,3,4,4,4,5,3,7,8,8,7,6
50401,2,16,2,66,0,0,,BE23,1.293012647,0,4,4,4,4,3,4,4,3,3,7,6,7,5,8
50403,1,41,4,8,0,1,8,BE23,0.85715235,0,4,3,4,3,4,4,4,4,4,9,9,9,8,7
50406,1,66,4,66,0,0,10,BE23,0.854966103,0,4,4,5,4,3,3,5,3,5,9,9,9,8,8
50407,1,76,4,66,0,0,5,BE23,0.854966103,0,4,4,5,4,4,4,4,5,4,8,8,9,7,8
50409,2,47,6,7,0,1,5,BE23,0.855294341,0,4,4,4,2,4,3,4,4,4,8,7,8,7,7
50501,1,20,5,7,0,1,,BE23,0.860691675,0,4,4,4,3,4,4,3,4,2,3,4,4,8,4
50503,1,42,7,10,0,1,9,BE23,0.853106648,0,5,4,4,3,3,3,4,4,4,9,9,9,8,6
50504,1,48,5,10,0,1,6,BE23,0.85715235,0,2,4,4,4,4,4,2,4,3,8,8,7,5,8
50506,2,71,5,66,0,0,5,BE23,0.857158564,0,4,2,4,2,3,2,3,3,3,7,8,7,6,6
50507,2,83,1,66,0,0,2,BE23,1.284411148,0,4,4,4,4,4,4,2,4,3,6,7,7,7,7
50509,1,55,5,8,0,1,4,BE23,0.854966103,0,4,4,4,4,4,4,3,4,2,6,6,5,8,7
50601,2,19,4,66,0,0,6,BE23,0.862898819,0,4,4,5,4,4,4,4,3,4,9,9,9,6,6
50603,2,43,4,66,0,0,9,BE23,0.859350418,0,4,4,4,5,4,4,4,4,4,9,9,9,8,7
50604,2,55,4,8,0,1,1,BE23,0.857158564,0,4,3,4,3,3,3,4,2,2,8,8,8,5,3
50605,1,62,7,9,0,1,10,BE23,0.850930719,0,5,5,5,4,5,4,5,5,5,9,9,9,9,9
50606,2,69,2,66,0,0,5,BE23,1.284411148,0,3,4,4,4,4,4,4,4,4,7,7,7,8,6
50608,1,36,7,9,0,1,10,BE23,0.853106648,0,5,4,4,4,4,4,4,4,4,8,8,8,8,7
50609,2,49,3,66,0,0,,BE23,0.859350418,0,4,4,3,4,3,4,3,2,4,8,8,8,7,6
50705,1,62,5,66,0,0,7,BE23,0.850930719,0,3,4,4,3,4,4,2,4,2,7,6,6,5,4
50706,1,70,7,66,0,0,9,BE23,0.850930719,0,4,3,4,4,4,4,2,4,4,6,7,7,7,6
50707,2,82,1,66,0,0,3,BE23,1.284411148,0,4,4,4,4,3,4,3,3,4,7,6,6,7,6
50709,2,56,6,66,0,0,6,BE23,0.853112833,0,4,4,4,4,4,4,4,4,3,7,8,7,8,5
50805,2,64,6,9,0,1,9,BE23,0.853112833,0,5,4,4,4,4,4,4,4,4,8,8,8,8,9
50806,1,74,2,66,0,0,3,BE23,1.28112585,0,5,5,5,5,4,4,3,4,4,9,8,8,8,8
50901,2,24,6,6,0,1,,BE23,0.858825994,0,4,4,4,5,3,4,3,4,2,7,8,7,7,6
50902,1,32,7,8,0,1,,BE23,0.856629268,0,4,4,4,4,4,4,4,3,3,8,8,7,7,5
50905,1,58,1,66,0,0,3,BE23,1.28112585,0,4,3,4,3,2,4,3,2,2,4,3,5,4,6
50906,2,66,2,66,0,0,1,BE23,1.284411148,0,5,4,4,2,4,3,4,3,1,10,10,9,5,3
50908,2,17,2,66,0,0,,BE23,1.293012647,0,5,5,5,5,4,5,4,3,4,8,8,8,8,5
50909,1,45,1,66,0,0,3,BE23,1.284401837,0,4,4,5,4,3,4,1,2,2,4,3,3,3,3
51001,1,24,4,66,0,0,9,BE23,0.860691675,0,5,4,4,4,4,5,4,4,4,9,9,10,8,7
51002,1,31,4,10,0,1,7,BE23,0.860691675,0,4,3,4,4,3,4,3,3,4,8,9,8,9,6
51003,2,38,6,8,0,1,9,BE23,0.855294341,0,4,4,4,4,4,4,4,5,4,8,8,8,8,6
51004,1,50,7,8,0,1,9,BE23,0.853106648,0,4,4,4,3,4,4,5,4,4,8,8,8,8,8
51006,1,65,1,66,0,0,7,BE23,1.28112585,0,5,5,4,5,4,4,4,4,4,9,8,8,8,7
51101,2,21,4,66,0,0,,BE23,0.862898819,0,4,4,4,4,3,3,4,3,4,8,7,8,9,7
51102,2,40,6,8,0,1,8,BE23,0.855294341,0,5,4,4,4,3,4,3,4,4,8,8,8,7,6
51103,2,52,4,8,0,1,4,BE23,0.859350418,0,5,4,4,3,3,4,4,4,4,7,7,7,8,8
51104,1,59,7,9,0,1,,BE23,0.850930719,0,5,4,4,5,4,5,4,4,3,7,7,7,9,7
51108,1,67,4,66,0,0,6,BE23,0.854966103,0,4,4,4,4,4,4,4,4,4,7,7,7,5,6
51109,2,77,5,66,0,0,2,BE23,0.853112833,0,3,3,4,2,2,4,2,3,4,4,5,6,5,4
51202,2,42,5,9,0,1,9,BE23,0.859350418,0,4,4,4,3,4,4,4,3,3,8,8,8,7,4
51203,1,54,5,6,0,1,6,BE23,0.85715235,0,2,4,1,2,4,2,4,5,5,8,4,8,3,4
51205,2,68,1,66,0,0,4,BE23,1.284411148,0,4,4,4,3,4,3,3,2,2,6,6,6,5,6
51206,2,79,1,66,0,0,2,BE23,1.284411148,0,4,4,3,4,4,5,3,4,3,8,8,8,5,6
51208,2,48,2,8,0,1,8,BE23,1.287695537,0,5,4,4,4,4,4,5,5,4,7,7,7,7,7
51302,2,31,6,66,0,0,7,BE23,0.858825994,0,5,3,4,2,3,4,4,5,4,8,7,9,7,7
51303,2,44,7,66,0,0,3,BE23,0.855294341,0,5,5,5,5,4,4,4,5,4,10,10,10,8,10
51304,2,50,4,9,0,1,5,BE23,0.859350418,0,5,3,4,4,3,4,2,4,4,9,9,9,7,7
51306,1,73,4,66,0,0,4,BE23,0.854966103,0,4,2,5,2,4,4,5,5,5,9,9,8,6,8
51405,1,71,2,66,0,0,2,BE23,1.28112585,0,4,4,4,4,2,4,2,2,2,8,8,8,8,7
51407,2,27,7,9,0,1,4,BE23,0.858825994,0,4,4,4,4,3,3,5,2,4,8,8,9,6,5
51501,2,35,6,66,0,0,1,BE23,0.855294341,0,5,4,4,4,4,3,4,4,4,9,9,9,8,9
51502,2,19,2,66,0,0,,BE23,1.293012647,0,5,4,5,5,5,5,4,5,4,10,10,10,7,8
51503,1,31,2,66,0,0,2,BE23,1.289705347,0,4,2,5,4,5,4,2,2,2,10,10,10,10,0
51506,2,61,1,66,0,0,1,BE23,1.284411148,0,5,4,4,4,3,4,4,2,4,9,8,8,5,5
51509,2,45,6,8,0,1,7,BE23,0.855294341,0,4,4,4,4,4,4,4,4,4,8,8,8,8,7
51602,2,54,2,66,0,0,3,BE23,1.287695537,0,1,3,2,1,3,1,4,3,1,7,6,6,10,9
51603,1,23,4,6,0,1,6,BE23,0.860691675,0,4,2,2,3,3,3,4,4,2,5,6,6,3,4
51604,2,48,4,7,0,1,8,BE23,0.859350418,0,5,4,4,3,4,3,3,4,3,7,8,8,7,4
51605,2,91,1,66,0,0,,BE23,1.284411148,0,5,5,3,3,4,4,1,3,4,7,7,7,3,7
51607,1,57,1,66,0,0,7,BE23,1.28112585,0,5,4,4,5,4,5,5,5,4,8,8,8,7,7
51609,1,75,6,66,0,0,4,BE23,0.850930719,0,2,5,5,3,3,3,3,4,4,9,7,9,6,4
51703,2,42,7,66,0,0,6,BE23,0.855294341,0,4,4,4,3,3,4,2,2,2,6,6,6,6,7
51706,1,33,2,8,0,1,4,BE23,1.289705347,0,4,4,4,4,4,4,3,5,3,8,8,8,7,7
51708,1,50,5,8,0,1,9,BE23,0.85715235,0,3,4,4,4,4,5,4,5,4,9,9,8,7,7
51802,2,81,1,66,0,0,,BE23,1.284411148,0,5,4,4,4,4,2,4,2,2,6,6,8,6,3
51804,2,45,3,7,0,1,7,BE23,0.859350418,0,5,4,4,4,4,4,3,3,3,8,8,8,7,7
51806,2,64,4,66,0,0,8,BE23,0.857158564,0,4,4,4,5,4,4,4,3,4,7,7,7,8,5
51807,1,66,6,66,0,0,4,BE23,0.850930719,0,4,5,4,2,4,5,5,5,5,8,8,7,7,5
